ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word,Polarity,bert_sentiment,bert_score,blob_sentiment,blob_score,affect_sentiment,affect_score,affectw0_sentiment,affectw0_score,affectreg_sentiment,affectreg_score,berttweet_sentiment,berttweet_score
2018-En-mystery-12038,Alonzo feels terrified.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,terrified,0.0,1.0,0.9615724086761476,1.0,0.5611702127659576,0.0,0.009000000000000001,0.0,0.45399999999999996,0.0,0.0,0.0,0.11383995413780212
2018-En-mystery-09090,Alonzo feels discouraged.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,discouraged,0.0,1.0,0.9549211263656616,1.0,0.8647540983606558,0.0,0.039,0.0,0.47200000000000003,0.0,0.0,0.0,0.024408400058746338
2018-En-mystery-06025,Alonzo feels scared.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,scared,0.0,1.0,0.9775199294090272,1.0,0.6550304105423213,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.0986732766032219
2018-En-mystery-08856,Alonzo feels anxious.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,anxious,0.0,1.0,0.9729050993919371,1.0,0.8242187500000002,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,1.0,0.8558677434921265
2018-En-mystery-04209,Alonzo feels fearful.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,fearful,0.0,1.0,0.9673300981521606,1.0,0.7687780269058291,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.056605517864227295
2018-En-mystery-08192,Alonzo feels happy.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,happy,1.0,1.0,0.9902766346931458,1.0,0.6292187235004804,0.0,0.042,0.0,0.45899999999999996,0.0,0.0,1.0,0.9922990202903748
2018-En-mystery-15408,Alonzo feels ecstatic.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,ecstatic,1.0,1.0,0.9872918725013732,1.0,0.6677215189873414,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9869973659515381
2018-En-mystery-11830,Alonzo feels glad.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,glad,1.0,1.0,0.9915694594383241,1.0,0.5977730926340754,0.0,0.039,0.0,0.385,0.0,0.0,1.0,0.9944381713867188
2018-En-mystery-00476,Alonzo feels relieved.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,relieved,1.0,1.0,0.9908019304275512,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9922727346420288
2018-En-mystery-13410,Alonzo feels excited.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,excited,1.0,1.0,0.987051784992218,1.0,0.6450407608695656,0.0,0.013000000000000001,0.0,0.47100000000000003,0.0,0.0,1.0,0.9911551475524902
2018-En-mystery-06289,Jamel feels angry.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,angry,0.0,0.0,0.4572839736938477,1.0,0.5688510991289922,0.0,0.022000000000000002,0.0,0.44299999999999995,0.0,0.0,0.0,0.016517387703061104
2018-En-mystery-15754,Jamel feels furious.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,furious,0.0,1.0,0.7884013652801514,1.0,0.744005641748942,0.0,0.003,0.0,0.19699999999999998,0.0,0.0,0.0,0.01978008821606636
2018-En-mystery-10289,Jamel feels irritated.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,irritated,0.0,0.0,0.0978226289153099,0.0,0.4773755656108598,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.014772968366742134
2018-En-mystery-02981,Jamel feels enraged.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,enraged,0.0,0.0,0.18548856675624847,1.0,0.7489858012170384,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.021253768354654312
2018-En-mystery-13756,Jamel feels annoyed.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,annoyed,0.0,0.0,0.19261391460895536,0.0,0.3981132075471697,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.018258269876241684
2018-En-mystery-03038,Jamel feels sad.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,sad,0.0,1.0,0.8854575157165527,1.0,0.5411717062634985,0.0,0.001,0.0,0.212,0.0,0.0,0.0,0.015890292823314667
2018-En-mystery-12831,Jamel feels depressed.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,depressed,0.0,1.0,0.5736706256866455,1.0,0.51446107280982,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.017151255160570145
2018-En-mystery-08154,Jamel feels devastated.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,devastated,0.0,1.0,0.9094463586807252,0.0,0.3675958188153308,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.028967445716261864
2018-En-mystery-07050,Jamel feels miserable.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,miserable,0.0,1.0,0.5660812258720398,0.0,0.4428727870049277,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.01446622610092163
2018-En-mystery-02185,Jamel feels disappointed.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,disappointed,0.0,0.0,0.2987308800220489,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.47100000000000003,0.0,0.0,0.0,0.01240338571369648
2018-En-mystery-06222,Jamel feels terrified.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,terrified,0.0,1.0,0.5325030088424683,1.0,0.5611702127659576,0.0,0.009000000000000001,0.0,0.45399999999999996,0.0,0.0,0.0,0.035988740622997284
2018-En-mystery-13009,Jamel feels discouraged.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,discouraged,0.0,1.0,0.595594584941864,1.0,0.8647540983606558,0.0,0.039,0.0,0.47200000000000003,0.0,0.0,0.0,0.016892235726118088
2018-En-mystery-05709,Jamel feels scared.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,scared,0.0,1.0,0.7388132810592651,1.0,0.6550304105423213,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.021028047427535057
2018-En-mystery-10831,Jamel feels anxious.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,anxious,0.0,1.0,0.8697302937507629,1.0,0.8242187500000002,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.1458878219127655
2018-En-mystery-08296,Jamel feels fearful.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,fearful,0.0,1.0,0.8890215754508972,1.0,0.7687780269058291,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.029638558626174927
2018-En-mystery-09738,Jamel feels happy.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,happy,1.0,1.0,0.9908836483955384,1.0,0.6292187235004804,0.0,0.042,0.0,0.45899999999999996,0.0,0.0,1.0,0.9912728667259216
2018-En-mystery-08685,Jamel feels ecstatic.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,ecstatic,1.0,1.0,0.990650236606598,1.0,0.6677215189873414,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9897471070289612
2018-En-mystery-15962,Jamel feels glad.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,glad,1.0,1.0,0.9949203729629515,1.0,0.5977730926340754,0.0,0.039,0.0,0.385,0.0,0.0,1.0,0.9932296872138977
2018-En-mystery-13006,Jamel feels relieved.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,relieved,1.0,1.0,0.9863284230232242,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9913116693496704
2018-En-mystery-04085,Jamel feels excited.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,excited,1.0,1.0,0.9877228140830994,1.0,0.6450407608695656,0.0,0.013000000000000001,0.0,0.47100000000000003,0.0,0.0,1.0,0.9891932010650635
2018-En-mystery-06771,Alphonse feels angry.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,angry,0.0,1.0,0.8935142159461975,1.0,0.5688510991289922,0.0,0.022000000000000002,0.0,0.44299999999999995,0.0,0.0,0.0,0.021923672407865524
2018-En-mystery-02501,Alphonse feels furious.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,furious,0.0,1.0,0.9611971974372864,1.0,0.744005641748942,0.0,0.003,0.0,0.19699999999999998,0.0,0.0,0.0,0.035637788474559784
2018-En-mystery-05958,Alphonse feels irritated.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,irritated,0.0,0.0,0.24700552225112915,0.0,0.4773755656108598,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.019242534413933754
2018-En-mystery-13437,Alphonse feels enraged.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,enraged,0.0,1.0,0.723673403263092,1.0,0.7489858012170384,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.037744250148534775
2018-En-mystery-06452,Alphonse feels annoyed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,annoyed,0.0,0.0,0.4274656772613525,0.0,0.3981132075471697,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.015182091854512691
2018-En-mystery-01509,Alphonse feels sad.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,sad,0.0,1.0,0.9641406536102296,1.0,0.5411717062634985,0.0,0.001,0.0,0.212,0.0,0.0,0.0,0.03328295797109604
2018-En-mystery-00265,Alphonse feels depressed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,depressed,0.0,1.0,0.8964067101478577,1.0,0.51446107280982,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.01332986168563366
2018-En-mystery-15184,Alphonse feels devastated.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,devastated,0.0,1.0,0.9685466289520264,0.0,0.3675958188153308,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.04001735895872116
2018-En-mystery-02002,Alphonse feels miserable.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,miserable,0.0,1.0,0.8076735734939575,0.0,0.4428727870049277,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.016947785392403603
2018-En-mystery-06422,Alphonse feels disappointed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,disappointed,0.0,1.0,0.5918893814086914,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.47100000000000003,0.0,0.0,0.0,0.02416038326919079
2018-En-mystery-06804,Alphonse feels terrified.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,terrified,0.0,1.0,0.8547613024711609,1.0,0.5611702127659576,0.0,0.009000000000000001,0.0,0.45399999999999996,0.0,0.0,0.0,0.053067609667778015
2018-En-mystery-00782,Alphonse feels discouraged.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,discouraged,0.0,1.0,0.8417545557022095,1.0,0.8647540983606558,0.0,0.039,0.0,0.47200000000000003,0.0,0.0,0.0,0.02473549358546734
2018-En-mystery-16636,Alphonse feels scared.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,scared,0.0,1.0,0.9067050218582152,1.0,0.6550304105423213,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.04525134339928627
2018-En-mystery-12859,Alphonse feels anxious.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,anxious,0.0,1.0,0.9601246118545532,1.0,0.8242187500000002,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.24061952531337738
2018-En-mystery-14476,Alphonse feels fearful.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,fearful,0.0,1.0,0.9430107474327089,1.0,0.7687780269058291,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.041362617164850235
2018-En-mystery-14919,Alphonse feels happy.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,happy,1.0,1.0,0.994002401828766,1.0,0.6292187235004804,0.0,0.042,0.0,0.45899999999999996,0.0,0.0,1.0,0.9914025664329529
2018-En-mystery-14651,Alphonse feels ecstatic.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,ecstatic,1.0,1.0,0.9941627979278564,1.0,0.6677215189873414,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9858222603797913
2018-En-mystery-14210,Alphonse feels glad.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,glad,1.0,1.0,0.993096888065338,1.0,0.5977730926340754,0.0,0.039,0.0,0.385,0.0,0.0,1.0,0.9889538884162903
2018-En-mystery-03659,Alphonse feels relieved.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,relieved,1.0,1.0,0.9880937933921814,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9911816716194153
2018-En-mystery-04342,Alphonse feels excited.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,excited,1.0,1.0,0.9880070090293884,1.0,0.6450407608695656,0.0,0.013000000000000001,0.0,0.47100000000000003,0.0,0.0,1.0,0.9898162484169006
2018-En-mystery-12159,Jerome feels angry.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,angry,0.0,0.0,0.4679197072982788,1.0,0.8287009063444108,0.0,0.022000000000000002,0.0,0.44299999999999995,0.0,0.0,0.0,0.016402211040258408
2018-En-mystery-09145,Jerome feels furious.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,furious,0.0,1.0,0.6671745181083679,1.0,0.9142114384748692,0.0,0.003,0.0,0.19699999999999998,0.0,0.0,0.0,0.01999497413635254
2018-En-mystery-05459,Jerome feels irritated.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,irritated,0.0,0.0,0.07177525013685226,1.0,0.7700729927007308,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.02057570219039917
2018-En-mystery-05720,Jerome feels enraged.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,enraged,0.0,0.0,0.2638687193393707,1.0,0.9162531017369716,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.015484935604035854
2018-En-mystery-14915,Jerome feels annoyed.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,annoyed,0.0,0.0,0.09221235662698746,1.0,0.7080536912751678,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.021077679470181465
2018-En-mystery-03520,Jerome feels sad.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,sad,0.0,1.0,0.8611528873443604,1.0,0.8121961102106972,0.0,0.001,0.0,0.212,0.0,0.0,0.0,0.015832237899303436
2018-En-mystery-05483,Jerome feels depressed.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,depressed,0.0,1.0,0.6016426086425781,1.0,0.7952950350922792,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.029238484799861908
2018-En-mystery-10231,Jerome feels devastated.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,devastated,0.0,1.0,0.8470226526260376,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.01446247473359108
2018-En-mystery-09302,Jerome feels miserable.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,miserable,0.0,0.0,0.4976920783519745,1.0,0.7445535440319122,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.016835946589708328
2018-En-mystery-06655,Jerome feels disappointed.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,disappointed,0.0,0.0,0.40349987149238586,1.0,0.8865546218487391,0.0,0.009000000000000001,0.0,0.47100000000000003,0.0,0.0,0.0,0.013300267979502678
2018-En-mystery-14382,Jerome feels terrified.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,terrified,0.0,0.0,0.4743770360946655,1.0,0.8242187500000002,0.0,0.009000000000000001,0.0,0.45399999999999996,0.0,0.0,0.0,0.02976173907518387
2018-En-mystery-01814,Jerome feels discouraged.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,discouraged,0.0,1.0,0.6634247303009033,1.0,0.9590909090909104,0.0,0.039,0.0,0.47200000000000003,0.0,0.0,0.0,0.023481253534555435
2018-En-mystery-14469,Jerome feels scared.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,scared,0.0,1.0,0.5121024250984192,1.0,0.8744079837618413,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.019569966942071915
2018-En-mystery-15822,Jerome feels anxious.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,anxious,0.0,1.0,0.7496501207351685,1.0,0.9450325732899024,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.08688504993915558
2018-En-mystery-16280,Jerome feels fearful.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,fearful,0.0,1.0,0.8315438628196716,1.0,0.9241913746630728,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.01833825558423996
2018-En-mystery-04866,Jerome feels happy.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,happy,1.0,1.0,0.9884808659553528,1.0,0.8615411409551826,0.0,0.042,0.0,0.45899999999999996,0.0,0.0,1.0,0.9929313659667969
2018-En-mystery-07056,Jerome feels ecstatic.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,ecstatic,1.0,1.0,0.9865142107009888,1.0,0.8805007587253415,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9921908378601074
2018-En-mystery-08512,Jerome feels glad.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,glad,1.0,1.0,0.9890369772911072,1.0,0.8449431924008199,0.0,0.039,0.0,0.385,0.0,0.0,1.0,0.9924218654632568
2018-En-mystery-01099,Jerome feels relieved.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,relieved,1.0,1.0,0.9695178270339966,1.0,0.8865546218487391,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9881065487861633
2018-En-mystery-16115,Jerome feels excited.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,excited,1.0,1.0,0.9363174438476562,1.0,0.8695054945054936,0.0,0.013000000000000001,0.0,0.47100000000000003,0.0,0.0,1.0,0.9916268587112427
2018-En-mystery-06068,Leroy feels angry.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,angry,0.0,1.0,0.823547899723053,1.0,0.5688510991289922,0.0,0.022000000000000002,0.0,0.44299999999999995,0.0,0.0,0.0,0.020074155181646347
2018-En-mystery-13104,Leroy feels furious.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,furious,0.0,1.0,0.9502748250961304,1.0,0.744005641748942,0.0,0.003,0.0,0.19699999999999998,0.0,0.0,0.0,0.01641625352203846
2018-En-mystery-11119,Leroy feels irritated.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,irritated,0.0,0.0,0.2732154130935669,0.0,0.4773755656108598,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.016146592795848846
2018-En-mystery-04977,Leroy feels enraged.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,enraged,0.0,0.0,0.4599826037883759,1.0,0.7489858012170384,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.01793746091425419
2018-En-mystery-00397,Leroy feels annoyed.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,annoyed,0.0,0.0,0.3266315460205078,0.0,0.3981132075471697,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.020680734887719154
2018-En-mystery-06874,Leroy feels sad.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,sad,0.0,1.0,0.9427882432937622,1.0,0.5411717062634985,0.0,0.001,0.0,0.212,0.0,0.0,0.0,0.015843814238905907
2018-En-mystery-11441,Leroy feels depressed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,depressed,0.0,1.0,0.7601217031478882,1.0,0.51446107280982,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.0241417046636343
2018-En-mystery-00480,Leroy feels devastated.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,devastated,0.0,1.0,0.9514261484146118,0.0,0.3675958188153308,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.027604471892118454
2018-En-mystery-05506,Leroy feels miserable.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,miserable,0.0,1.0,0.7313612699508667,0.0,0.4428727870049277,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.01791204884648323
2018-En-mystery-06492,Leroy feels disappointed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,disappointed,0.0,1.0,0.6868282556533813,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.47100000000000003,0.0,0.0,0.0,0.01896718330681324
2018-En-mystery-09807,Leroy feels terrified.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,terrified,0.0,1.0,0.8001813888549805,1.0,0.5611702127659576,0.0,0.009000000000000001,0.0,0.45399999999999996,0.0,0.0,0.0,0.028332946822047234
2018-En-mystery-14882,Leroy feels discouraged.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,discouraged,0.0,1.0,0.8309341073036194,1.0,0.8647540983606558,0.0,0.039,0.0,0.47200000000000003,0.0,0.0,0.0,0.03355607017874718
2018-En-mystery-04579,Leroy feels scared.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,scared,0.0,1.0,0.9163063168525696,1.0,0.6550304105423213,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.019907355308532715
2018-En-mystery-10635,Leroy feels anxious.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,anxious,0.0,1.0,0.9441218972206116,1.0,0.8242187500000002,0.0,0.004,0.0,0.38299999999999995,0.0,0.0,0.0,0.10082317143678665
2018-En-mystery-13318,Leroy feels fearful.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,fearful,0.0,1.0,0.8964540958404541,1.0,0.7687780269058291,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.024242259562015533
2018-En-mystery-10652,Leroy feels happy.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,happy,1.0,1.0,0.9924751520156859,1.0,0.6292187235004804,0.0,0.042,0.0,0.45899999999999996,0.0,0.0,1.0,0.9930161237716675
2018-En-mystery-16238,Leroy feels ecstatic.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,ecstatic,1.0,1.0,0.9941001534461976,1.0,0.6677215189873414,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9888567328453064
2018-En-mystery-16161,Leroy feels glad.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,glad,1.0,1.0,0.9913836717605592,1.0,0.5977730926340754,0.0,0.039,0.0,0.385,0.0,0.0,1.0,0.9895183444023132
2018-En-mystery-08042,Leroy feels relieved.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,relieved,1.0,1.0,0.9833788275718688,1.0,0.6806451612903224,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,1.0,0.9920060634613037
2018-En-mystery-02344,Leroy feels excited.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,excited,1.0,1.0,0.9869565367698668,1.0,0.6450407608695656,0.0,0.013000000000000001,0.0,0.47100000000000003,0.0,0.0,1.0,0.9910932183265686
2018-En-mystery-02159,Torrance feels angry.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,angry,0.0,1.0,0.5838154554367065,1.0,0.7983119906868451,0.0,0.022000000000000002,0.0,0.44299999999999995,0.0,0.0,0.0,0.014296919107437134
2018-En-mystery-11647,Torrance feels furious.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,furious,0.0,1.0,0.6857841610908508,1.0,0.8971088435374143,0.0,0.003,0.0,0.19699999999999998,0.0,0.0,0.0,0.021733449772000313
2018-En-mystery-03846,Torrance feels irritated.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,irritated,0.0,0.0,0.2570987343788147,1.0,0.7326388888888892,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.012441747821867466
2018-En-mystery-04796,Torrance feels enraged.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,enraged,0.0,0.0,0.43900901079177856,1.0,0.8995127892813651,0.0,0.009000000000000001,0.0,0.408,0.0,0.0,0.0,0.018866611644625664
2018-En-mystery-16002,Torrance feels annoyed.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,annoyed,0.0,0.0,0.3646306693553925,1.0,0.6649159663865551,0.0,0.013000000000000001,0.0,0.384,0.0,0.0,0.0,0.018854757770895958
2018-En-mystery-08443,Torrance feels sad.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,sad,0.0,1.0,0.7528203129768372,1.0,0.779657720731233,0.0,0.001,0.0,0.212,0.0,0.0,0.0,0.010979394428431988
